input_csv,image_path,idx_in_cluster,description,objects,objects_not_found
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1203/cluster_items_objects_np.csv,Images/London/London_0001098_2008_06_354_51.49114148704487_-0.1173735060497342_RGu3eM3SYlp5z59WZcjnWw.jpg,0,"Reddish-brown brick wall, grey shed roof, grey paved sidewalk, double yellow line curb, black street lamp post with two lamps and a street name sign, large dense green tree, blue rectangular sign on black pole, long multi-story residential building with reddish-brown brick ground floor and concrete balconies, dark asphalt road, white solid and dashed road markings, white bicycle lane symbol, yellow ""BUS STOP"" road marking, tall black street lamp post with a white triangular sign and multiple rectangular white signs, reddish-brown brick pillars and fence, grassy area with mature trees.",wall. roof. curb. post. lamp. sign. tree. pole. building. road. marking. symbol. pillar. fence,lamp. pillar
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1203/cluster_items_objects_np.csv,Images/London/London_0001098_2008_10_354_51.49115295127697_-0.1174036669165548_bxfmAn2abSiKanGFi12N1w.jpg,1,"Paved sidewalk, low brick wall, wooden fence, large mature deciduous tree, black street light pole, long multi-story residential building with concrete facades and projecting balconies, asphalt road with double yellow lines and dashed white lines, row of mature trees, paved sidewalk, grassy area/park, yellow painted ""BUS STOP"" markings on the road, traditional brick buildings in the distance.",wall. fence. tree. building. facade. road. sidewalk. park,park
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1203/cluster_items_objects_np.csv,Images/London/London_0001098_2018_02_000_51.49115962196073_-0.1174109491166827_LFijcjNf-DksaeQmPg1isw.jpg,5,"Paved sidewalk, low brick wall with vertical red and blue wooden panels, small brick utility structure, large building under green scaffolding, bare trees, ""20"" speed limit sign on a pole, asphalt road with white lane markings, ""BUS STOP"" road marking, paved sidewalk, metal fence, grassy area, bare trees, multi-story brick buildings with ornate rooflines, blue circular sign on a pole.",wall. building. fence. road. marking. roofline,roofline
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1204/cluster_items_objects_np.csv,Images/London/London_0001045_2019_03_206_51.49114991572164_-0.155035995594246_9O7NUU-M84Ift1tid_bt3w.jpg,0,"Paved sidewalk with rectangular pavers, low reddish-brown brick wall with light-colored coping topped by green hedges, set of stone steps descending with black wrought iron railings, multi-story reddish-brown brick building in background with white-framed windows and small balconies, main building facade with a light-colored painted base, white-framed sash window with internal blinds, decorative black wrought iron fence at ground level, white-framed double door or large window with an intricate black wrought iron screen, large green leafy tree partially obscuring the right side of the entrance.",wall. building. window. facade. door. screen. tree. side. entrance,screen. side. entrance
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1204/cluster_items_objects_np.csv,Images/London/London_0001045_2020_11_218_51.49114828549443_-0.1550552001398462_JbbsXCzXjxz6eXgx8huCNw.jpg,1,"Dark vertical downspout, multi-toned reddish-brown brick facade, upper left white-framed window, lower left white-framed window, black metal railings in the lower foreground, white horizontal base molding, central white-framed sash window with light-colored horizontal blinds, arched brick lintel, white window sill, large white-framed window or door with light-colored horizontal blinds, ornate black wrought-iron balcony railing, large green tree.",facade. door. tree,door
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1204/cluster_items_objects_np.csv,Images/London/London_0001045_2012_08_210_51.49114226578117_-0.1550891936002237_1lJOs5P9fMaZylvBD1GnsA.jpg,2,"Paved grey sidewalk, sloping brick retaining wall with white coping, black wrought-iron fence, garden with green foliage including palm-like plants, multi-story brown brick building with white-framed windows, small black wrought-iron balconies, white architectural trim, dark vertical downspout, large white-framed window with internal horizontal blinds, brick pattern above the window, brick steps leading to an entrance.",wall. fence. building. window. balcony. step. entrance,entrance
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1205/cluster_items_objects_np.csv,Images/London/London_0001045_2015_05_027_51.49114291926154_-0.1550715430529081_jF_W-xjtMcMZQJb3qgQGqA.jpg,0,"Grey pavement edge, low brick wall with white coping stone, green foliage in a raised garden bed, black wrought iron railings, multi-story brick building facade with white sash windows and small black balconies, closer brick facade with a prominent white-framed sash window with internal light-colored blinds, arched brick lintel above the window, white stone sill below the window, white plinth/base of the building at ground level.",wall. stone. building. level,stone. level
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1205/cluster_items_objects_np.csv,Images/London/London_0001045_2017_12_025_51.49114362702949_-0.155070260782264_8MYJYR11Me8Hp7_LB976tg.jpg,1,"Dark paved road with a yellow line, grey rectangular paved sidewalk, low red-brown brick wall with white coping, black wrought iron fence, green hedges and foliage, brick steps with wrought iron railings, red-brown brick building with a white-framed window, horizontal blinds, and a white painted lower wall section.",road. sidewalk. wall. building. window. blind. section,section
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1205/cluster_items_objects_np.csv,Images/London/London_0001045_2016_05_037_51.49114239729963_-0.1550684329343937__B7nzANMFWk06oZVS64UKw.jpg,2,"Paved sidewalk with light grey rectangular pavers, raised brick garden wall with light stone coping and green foliage, black wrought-iron fence, stone steps, black wrought-iron handrail, reddish-brown brick building facade with white-framed window and venetian blinds, light-colored painted base on the building, black wrought-iron fence with decorative swirls.",wall. stone. fence. step. handrail. facade. window. blind. building,stone
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1207/cluster_items_objects_np.csv,Images/London/London_0001119_2015_04_280_51.4911483821987_-0.1031769735607057_ERWRcWw3AjxZJH5opQQdZA.jpg,0,"Yellow facade building, ""Brasserie & Wine Bar"" sign, dark grey entrance door with an overhead lantern, hanging plant baskets, potted plants, a roped barrier, a small A-frame sign, street lamp post, road, traffic light pole with traffic signals and a pedestrian crossing button, metal barriers on the sidewalk, blue construction hoardings, building with ""TOOL HIRE"" and partial ""SON"" signage.",building. door. lantern. plant. sidewalk. hoarding,lantern. hoarding
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_121/cluster_items_objects_np.csv,Images/London/London_0000065_2019_03_255_51.48627203604627_-0.1346532836840398_2FHduHMUp8MCxD2QkcOumw.jpg,0,"Black metal fence, black metal gate with ""St. George's Square"" sign, mature deciduous trees with bare branches and some early foliage, paved paths, sparse ground cover within the garden square, a long facade of white multi-story terraced residential buildings with repetitive windows and architectural details, green hedges, and a black litter bin.",fence. gate. path. square. facade. window. hedge,square
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_121/cluster_items_objects_np.csv,Images/London/London_0000065_2020_11_236_51.48627793224674_-0.1346587145659147_BN9orL7RvVbIRoByrJi7Ug.jpg,2,"Paved street, black metal fence enclosing a garden square with green shrubs, bare deciduous trees, and park benches, informational signs within the square including one partly reading ""St. George's Square"", a continuous row of multi-story white classical-style residential buildings with balconies and decorative facades forming the background, another section of black metal fence, a large tree trunk.",street. fence. square. building. bench. sign. section. trunk,square. section
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_121/cluster_items_objects_np.csv,Images/London/London_0000065_2015_05_252_51.48628362434069_-0.1346528048321337_s1ZGXvmgFeRXO29M1KNhnw.jpg,3,"Large leafy tree, black metal fence, black sign on fence, sign on fence with ""St. George's Square"" text, yellow square sign with black 'H' on fence, black cylindrical litter bin, paved pathway, green hedges, park benches, grassy lawn, mature trees with green foliage and visible trunks, row of multi-story white terraced buildings with numerous windows and balconies.",tree. fence. bin. pathway. lawn. foliage. trunk. row. building. window. balcony,row
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1210/cluster_items_objects_np.csv,Images/London/London_0001139_2014_06_261_51.49116352893569_-0.0886911665092668_T7Lt9NcEyUkogm9CAq3lAw.jpg,5,"Grey paved sidewalk, multi-story Victorian or Edwardian-style building with light yellow/brown brick facade, red brick accents, bay windows, and black metal railings leading to a basement entrance and main steps, part of an older brick building visible behind it, low brick wall with a dark fence, dense green hedge, green patch of lawn, large trees with green foliage, multi-story modern residential apartment building with dark brown/red brick facade, repetitive rectangular windows, and white horizontal bands.",building. facade. window. railing. entrance. step. wall. fence. hedge. lawn. tree. foliage,lawn
